ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags
,simple,SRV-7881,Desarrollo de Aplicaciones Móviles Intuitivas,1,Desarrollo De Aplicaciones Móviles,Desarrollo De Aplicaciones Móviles,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8146,Servicios de desarrollo de aplicaciones móviles para empresas,1,"Servicios De Consultoría Y Construcción De Soluciones Móviles Para Mejorar La Productividad, Eficiencia Y Experiencia De Los Usuarios.","Servicios De Consultoría Y Construcción De Soluciones Móviles Para Mejorar La Productividad, Eficiencia Y Experiencia De Los Usuarios.",1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8172,Creación de apps móviles,1,Servicio De Creación De Aplicaciones Móviles A Medida.,Servicio De Creación De Aplicaciones Móviles A Medida.,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8196,Desarrollo de aplicación móvil,1,Creación De Aplicaciones Móviles Personalizadas.,Creación De Aplicaciones Móviles Personalizadas.,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8211,Desarrollo de app móvil,1,Creación De Aplicaciones Móviles Para Brindar A Los Usuarios Una Experiencia De Marca Integral.,Creación De Aplicaciones Móviles Para Brindar A Los Usuarios Una Experiencia De Marca Integral.,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8262,"Desarrollo de Apps Móviles para E-commerce: Diseño, Integración y Publicación para Impulsar tu Negocio",1,"Desarrollo de Apps Móviles para E-commerce: Diseño, Implementación y Publicación. Servicio integral para impulsar tu negocio online con una app móvil centrada en el usuario, integrada perfectamente, con funcionalidades a","Desarrollo de Apps Móviles para E-commerce: Diseño, Implementación y Publicación. Servicio integral para impulsar tu negocio online con una app móvil centrada en el usuario, integrada perfectamente, con funcionalidades a",1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8281,Diseño y Desarrollo de Apps Móviles para Ecommerce: Optimizá tu Tienda Online,1,Diseño y Desarrollo de Apps Móviles para Ecommerce: Optimiza tu Tienda Online,Diseño y Desarrollo de Apps Móviles para Ecommerce: Optimiza tu Tienda Online,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8292,Desarrollo de Apps Móviles Nativas para E-commerce: Mejora la Experiencia de Compra y Fideliza Clientes,1,Servicio de Desarrollo de Aplicaciones Móviles Nativas para Ecommerce: Mejora la experiencia de compra y fideliza clientes.,Servicio de Desarrollo de Aplicaciones Móviles Nativas para Ecommerce: Mejora la experiencia de compra y fideliza clientes.,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8354,Aplicaciones móviles para e-commerce: Crea tu tienda online en tu bolsillo,1,Aplicaciones móviles para e-commerce: Crea tu tienda online en tu bolsillo,Aplicaciones móviles para e-commerce: Crea tu tienda online en tu bolsillo,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8368,Desarrollo de Apps Móviles para Ecommerce: Optimiza la Experiencia de Compra en Dispositivos Móviles,1,Desarrollo de Apps Móviles para Ecommerce: Optimiza la Experiencia de Compra en Dispositivos Móviles,Desarrollo de Apps Móviles para Ecommerce: Optimiza la Experiencia de Compra en Dispositivos Móviles,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8378,Desarrollo de Aplicaciones Móviles para Ecommerce: Optimiza tu Tienda Virtual para Dispositivos Móviles,1,Desarrollo de Aplicaciones Móviles para Ecommerce: Optimiza tu Tienda Virtual para Dispositivos Móviles,Desarrollo de Aplicaciones Móviles para Ecommerce: Optimiza tu Tienda Virtual para Dispositivos Móviles,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-8405,Desarrollo de Apps Móviles para E-commerce: Experiencia de Compra Optimizada y Funcionalidades Avanzadas,1,Desarrollo de Apps Móviles para Ecommerce: Experiencia de Compra Optimizada y Funcionalidades Avanzadas,Desarrollo de Apps Móviles para Ecommerce: Experiencia de Compra Optimizada y Funcionalidades Avanzadas,1,0.00,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,SRV-5891,IT Support Package,1,Soporte Técnico It,Soporte Técnico It,1,10000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-5899,Systems Maintenance,1,Mantenimiento De Sistemas It,Mantenimiento De Sistemas It,1,15000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-5932,Asistencia técnica remota,1,Asistencia Técnica Remota,Asistencia Técnica Remota,1,3000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-5936,Desarrollo de chatbots,1,Desarrollo De Chatbots,Desarrollo De Chatbots,1,5000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-5951,Monitoreo IT,1,Monitoreo It,Monitoreo It,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-5969,Servicios de monitoreo y gestión de infraestructura IT,1,Monitoreo Y Gestión De Infraestructura It,Monitoreo Y Gestión De Infraestructura It,1,15000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-5975,Servicios de diseño y desarrollo de chatbots y asistentes virtuales,1,Diseño Y Desarrollo De Chatbots Y Asistentes Virtuales,Diseño Y Desarrollo De Chatbots Y Asistentes Virtuales,1,7000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6010,Servicios de diseño y desarrollo de chatbots y asistentes virtuales con capacidades de procesamiento de lenguaje natural,1,Desarrollo De Software,Desarrollo De Software,1,15000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6050,Monitoreo de infraestructura,1,Monitoreo It,Monitoreo It,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6053,Diseño de chatbots,1,Chatbots,Chatbots,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6056,Soporte al Cliente con Respuestas Rápidas y Precisas,1,Chatbots Y Respuestas Automatizadas.,Chatbots Y Respuestas Automatizadas.,1,4000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6064,Soporte al Cliente,1,Soporte Automatizado,Soporte Automatizado,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6075,Diseño y desarrollo de chatbots,1,Diseño Y Desarrollo De Chatbots Y Asistentes Virtuales,Diseño Y Desarrollo De Chatbots Y Asistentes Virtuales,1,2000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6096,Servicios de Mantenimiento de Software,1,Mantenimiento De Software,Mantenimiento De Software,1,4000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6097,Soporte Técnico 24/7,1,Soporte Técnico,Soporte Técnico,1,3000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6138,Mantenimiento y Soporte Técnico Continuo,1,Mantenimiento Técnico,Mantenimiento Técnico,1,5000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6143,Soporte a Usuarios Finales,1,Soporte Técnico Para Usuarios Finales.,Soporte Técnico Para Usuarios Finales.,1,150.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6149,Soporte Técnico Continuo,1,Soporte Técnico Para Sistemas Y Aplicaciones.,Soporte Técnico Para Sistemas Y Aplicaciones.,1,3000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6150,Mantenimiento de Software,1,Mantenimiento Y Actualización De Software.,Mantenimiento Y Actualización De Software.,1,2500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6151,Mantenimiento de Hardware,1,Mantenimiento De Equipos De Hardware.,Mantenimiento De Equipos De Hardware.,1,3000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6152,Soporte Remoto,1,Soporte Técnico A Distancia.,Soporte Técnico A Distancia.,1,2500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6153,Instalación de Software,1,Instalación Y Configuración De Software.,Instalación Y Configuración De Software.,1,1500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6154,Actualización de Sistemas Operativos,1,Actualización De Sistemas Operativos.,Actualización De Sistemas Operativos.,1,1000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6162,Chatbots Avanzados para Experiencias Personalizadas,1,Chatbots Avanzados,Chatbots Avanzados,1,6000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6167,Automatización de Servicio al Cliente en Plataformas Móviles,1,Automatización En Móviles,Automatización En Móviles,1,6000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6171,Automatización de Encuestas y Retroalimentación del Cliente,1,Encuestas Automatizadas,Encuestas Automatizadas,1,3500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6183,Chatbots para Ventas,1,Chatbots Para Ventas Con Ia,Chatbots Para Ventas Con Ia,1,80.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6185,Automatización de Servicio al Cliente con IA,1,Chatbots Para Servicio Al Cliente,Chatbots Para Servicio Al Cliente,1,300.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6190,Plataforma de Chatbots y Asistentes Virtuales,1,Chatbots Y Asistentes Virtuales,Chatbots Y Asistentes Virtuales,1,210.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6213,Optimización de Estrategias de Servicio al Cliente,1,Optimización De Servicio,Optimización De Servicio,1,260.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6221,Soporte Técnico Especializado,1,Soporte Técnico Especializado,Soporte Técnico Especializado,1,6000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6223,Automatización de Servicio al Cliente,1,Automatización Del Servicio Al Cliente,Automatización Del Servicio Al Cliente,1,14000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6233,Plataforma de Gestión de Reclamos y Servicio al Cliente,1,Gestión Eficiente De Reclamos,Gestión Eficiente De Reclamos,1,400.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6274,Valor Hora - Cliente C,1,Tarifa Horaria Cliente C,Tarifa Horaria Cliente C,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6275,Valor Hora - Cliente B,1,Tarifa Horaria Cliente B,Tarifa Horaria Cliente B,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6276,Valor Hora - Cliente A,1,Tarifa Horaria Cliente A,Tarifa Horaria Cliente A,1,0.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6286,Enrutamiento Inteligente de Tickets,1,Solución De Enrutamiento Inteligente De Tickets Con Ia,Solución De Enrutamiento Inteligente De Tickets Con Ia,1,99.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6288,Generación de Respuestas con IA,1,Solución De Generación De Respuestas Con Ia,Solución De Generación De Respuestas Con Ia,1,99.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6303,**Soporte Técnico**,1,Soporte Técnico Para Usuarios Finales.,Soporte Técnico Para Usuarios Finales.,1,50.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6304,Mantenimiento preventivo,1,Revisión Y Mantenimiento Preventivo De Equipos.,Revisión Y Mantenimiento Preventivo De Equipos.,1,100.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6305,Actualización de software,1,Actualización De Software Y Parches De Seguridad.,Actualización De Software Y Parches De Seguridad.,1,75.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6306,Consultoría especializada,1,Consultoría De Expertos En Áreas Especializadas.,Consultoría De Expertos En Áreas Especializadas.,1,150.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6307,Personalización,1,Personalización De Soluciones A Medida.,Personalización De Soluciones A Medida.,1,200.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6309,Atención Al Cliente,1,Servicios De Atención Y Soporte Al Cliente.,Servicios De Atención Y Soporte Al Cliente.,1,40.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6311,Respaldo y recuperación,1,Servicios De Respaldo Y Recuperación De Información.,Servicios De Respaldo Y Recuperación De Información.,1,150.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6315,Gestión de redes,1,Gestión Y Mantenimiento De Redes.,Gestión Y Mantenimiento De Redes.,1,200.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6320,Consultoría legal,1,Servicios De Consultoría Y Asesoría Legal Para Empresas.,Servicios De Consultoría Y Asesoría Legal Para Empresas.,1,2500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6321,Traducción e interpretación,1,Servicios De Traducción E Interpretación Multilingüe.,Servicios De Traducción E Interpretación Multilingüe.,1,800.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6356,Servicios de gestión de la experiencia del cliente,1,Servicios De Consultoría Y Ejecución De Programas De Gestión De La Experiencia Del Cliente.,Servicios De Consultoría Y Ejecución De Programas De Gestión De La Experiencia Del Cliente.,1,20000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6361,Servicios de auditoría y cumplimiento normativo,1,Servicios De Consultoría Y Auditoría Para Garantizar El Cumplimiento De Requisitos Legales Y Normativos.,Servicios De Consultoría Y Auditoría Para Garantizar El Cumplimiento De Requisitos Legales Y Normativos.,1,12000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6377,Desarrollo de chatbots y asistentes virtuales,1,Servicios De Creación De Soluciones De Chatbots Y Asistentes Virtuales Para Mejorar La Experiencia Del Usuario.,Servicios De Creación De Soluciones De Chatbots Y Asistentes Virtuales Para Mejorar La Experiencia Del Usuario.,1,16000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6388,Servicios de soporte y mantenimiento de TI,1,Servicios De Soporte Y Administración De La Infraestructura Y Aplicaciones Tecnológicas.,Servicios De Soporte Y Administración De La Infraestructura Y Aplicaciones Tecnológicas.,1,2000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6392,Servicios de desarrollo de chatbots y asistentes virtuales,1,Servicios De Creación De Soluciones De Automatización De Atención Al Cliente Y Asistencia Virtual.,Servicios De Creación De Soluciones De Automatización De Atención Al Cliente Y Asistencia Virtual.,1,15000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6404,Servicios de auditoría y aseguramiento de calidad de software,1,"Servicios De Pruebas, Validación Y Aseguramiento De La Calidad En Proyectos De Desarrollo De Software.","Servicios De Pruebas, Validación Y Aseguramiento De La Calidad En Proyectos De Desarrollo De Software.",1,16000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6455,Transcripción de audio,1,Servicio De Transcripción Profesional De Audio.,Servicio De Transcripción Profesional De Audio.,1,60.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6456,Traducción de documentos,1,Servicio De Traducción De Contenido Profesional.,Servicio De Traducción De Contenido Profesional.,1,0.15,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6468,Diseño de interiores,1,Servicio De Diseño Integral De Interiores.,Servicio De Diseño Integral De Interiores.,1,2000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6469,Asesoría de imagen personal,1,Servicio De Asesoría Integral De Imagen Personal.,Servicio De Asesoría Integral De Imagen Personal.,1,300.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6473,Servicio de catering,1,Servicio De Catering Para Eventos Y Reuniones.,Servicio De Catering Para Eventos Y Reuniones.,1,25.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6474,Organización de eventos,1,Servicio De Organización Y Producción De Eventos A Medida.,Servicio De Organización Y Producción De Eventos A Medida.,1,5000.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6479,Servicio de traducción,1,Traducción De Contenido A Múltiples Idiomas.,Traducción De Contenido A Múltiples Idiomas.,1,600.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6516,Alquiler de equipo audiovisual,1,Alquiler De Equipos Audiovisuales Profesionales Para Proyectos De Producción De Contenido.,Alquiler De Equipos Audiovisuales Profesionales Para Proyectos De Producción De Contenido.,1,500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6517,Montaje de eventos,1,Servicio Integral De Montaje Y Producción Técnica De Eventos Corporativos O Sociales.,Servicio Integral De Montaje Y Producción Técnica De Eventos Corporativos O Sociales.,1,2500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6519,Mantenimiento y soporte IT,1,Servicios De Mantenimiento Y Soporte Técnico Para Infraestructura Y Sistemas Informáticos.,Servicios De Mantenimiento Y Soporte Técnico Para Infraestructura Y Sistemas Informáticos.,1,1500.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6520,Servicios de traducción,1,Servicios De Traducción De Contenido A Diversos Idiomas.,Servicios De Traducción De Contenido A Diversos Idiomas.,1,0.12,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6521,Servicios de interpretación,1,Servicios De Interpretación En Vivo Para Eventos Y Reuniones Multilinguës.,Servicios De Interpretación En Vivo Para Eventos Y Reuniones Multilinguës.,1,50.00,Servicios > Atención al Cliente,"servicio,clientum"
,simple,SRV-6536,Chatbot de Atención al Cliente: Automatiza tus consultas y mejora la experiencia de tus clientes,1,"Servicio de chatbot de atención al cliente para e-commerce. Automatiza las consultas de los clientes 24/7, mejora la experiencia del usuario y aumenta las ventas.","Servicio de chatbot de atención al cliente para e-commerce. Automatiza las consultas de los clientes 24/7, mejora la experiencia del usuario y aumenta las ventas.",1,1500.00,Servicios > Atención al Cliente,"servicio,clientum"
